Date,Unix,Ticker,Price,stock_p_change,SP500,SP500_p_change,Market Cap,Enterprise Value,Trailing P/E,Forward P/E,PEG Ratio,Price/Sales,Price/Book,Enterprise Value/Revenue,Enterprise Value/EBITDA,Profit Margin,Operating Margin,Return on Assets,Return on Equity,Revenue,Revenue Per Share,Quarterly Revenue Growth,Gross Profit,EBITDA,Net Income Avi to Common,Diluted EPS,Quarterly Earnings Growth,Total Cash,Total Cash Per Share,Total Debt,Total Debt/Equity,Current Ratio,Book Value Per Share,Operating Cash Flow,Levered Free Cash Flow,Beta,50-Day Moving Average,200-Day Moving Average,Avg Vol (3 month),Shares Outstanding,Float,% Held by Insiders,% Held by Institutions,Shares Short,Short Ratio,Short % of Float,Shares Short (prior month
0,0,D,0,0,0,0,59520000000.0,97140000000.0,20.17,17.15,3.12,4.45,2.56,7.27,14.87,18.31,31.82,3.44,12.31,13370000000.0,20.43,4.7,6490000000.0,6530000000.0,2450000000.0,3.74,-51.1,282000000.0,0.35,35320000000.0,160.18,0.68,29.53,4770000000.0,-531000000.0,0.29,71.7,72.23,5450000.0,788840000.0,797300000.0,0.28,60.65,11760000.0,2.3,1.81,19890000.0
0,0,LH,0,0,0,0,14870000000.0,20150000000.0,17.12,12.26,1.8,1.31,2.09,1.78,10.56,7.8,12.8,5.52,12.8,11330000000.0,111.77,1.6,3180000000.0,1910000000.0,883700000.0,8.61,-77.0,426800000.0,4.33,6060000000.0,86.69,1.51,70.49,1310000000.0,1120000000.0,1.19,142.33,154.54,100900000.0,100900000.0,98100000.0,0.53,94.55,2440000.0,2.71,2.68,2120000.0
0,0,ACE,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,0,PCL,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,0,ARNA,0,0,0,0,2410000000.0,2020000000.0,,-10.69,0.72,134.06,3.97,112.35,-14.32,-163.6,-805.69,-17.64,-7.02,17970000.0,0.38,-43.7,-97060000.0,-141020000.0,-28570000.0,-0.62,,445630000.0,9.01,52710000.0,8.69,15.4,12.27,-132210000.00000001,-93910000.0,1.88,46.94,41.58,49410000.0,49410000.0,46380000.0,0.16,85.11,3380000.0,8.25,7.73,3260000.0
0,0,HP,0,0,0,0,5910000000.0,6160000000.0,,23.5,0.35,2.21,1.37,2.31,9.14,0.06,4.66,1.24,0.02,2670000000.0,24.51,31.3,834660000.0,674170000.0,-0.0,-0.0,-96.2,269530000.0,2.46,490800000.0,11.35,2.7,39.54,674410000.0,75670000.0,1.64,54.94,60.12,1610000.0,109410000.0,106220000.0,3.06,100.81,9760000.0,6.76,11.6,10770000.0
0,0,ARG,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,0,DG,0,0,0,0,31440000000.0,33890000000.0,17.65,17.99,1.32,1.25,4.95,1.35,13.34,7.24,8.36,10.29,30.06,25100000000.0,93.89,8.7,7220000000.0,2540000000.0,1820000000.0,6.78,32.3,260690000.0,0.99,2900000000.0,45.7,1.55,24.18,2170000000.0,1020000000.0,0.94,116.29,110.63,2210000.0,262880000.0,249520000.0,0.14,103.41,6560000.0,3.55,2.74,8720000.0
0,0,CAB,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,0,KO,0,0,0,0,194960000000.0,224880000000.0,30.4,20.18,4.1,6.12,11.46,7.06,21.23,20.2,29.85,6.95,35.37,31860000000.0,7.48,-6.0,20090000000.0,10590000000.0,6690000000.0,1.5,,15960000000.0,3.73,43600000000.0,228.75,1.05,3.98,7630000000.0,6870000000.0,0.41,47.21,47.22,16430000.0,4280000000.0000005,3840000000.0,0.76,69.25,29120000.0,1.81,0.69,26070000.0
0,0,GD,0,0,0,0,48430000000.0,59400000000.0,15.03,12.88,1.72,1.34,4.12,1.64,11.32,9.24,12.39,6.97,28.99,36190000000.0,122.58,25.4,4500000000.0,5250000000.0,3360000000.0,11.18,42.9,963000000.0,3.35,12420000000.0,105.84,1.23,40.74,3130000000.0,1570000000.0,1.26,170.73,179.97,1660000.0,288240000.0,277340000.0,5.94,88.05,3340000.0,2.18,1.35,4410000.0
0,0,PXD,0,0,0,0,24270000000.0,25100000000.0,25.02,14.68,0.44,2.67,1.99,2.76,7.59,10.76,19.27,6.27,8.34,9090000000.0,53.17,8.5,4019999999.9999995,3310000000.0,973000000.0,5.69,-51.4,1440000000.0,8.55,2280000000.0,18.86,1.42,71.45,3240000000.0,-950750000.0,1.31,141.71,153.61,1930000.0,170460000.0,166760000.0,0.89,91.26,3590000.0,2.08,2.12,3480000.0
0,0,WLP,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,0,FB,0,0,0,0,488770000000.0,448160000000.0,22.62,19.33,1.37,8.75,5.81,8.03,15.33,39.6,44.62,17.12,27.91,55840000000.0,19.32,30.4,46480000000.0,29230000000.0,22110000000.0,7.57,61.2,41110000000.0,14.41,500000000.0,0.59,7.19,29.48,29270000000.0,10360000000.0,1.18,158.73,153.15,22720000.0,2390000000.0,2340000000.0,1.28,74.73,25960000.0,1.15,1.09,26880000.0
0,0,UPS,0,0,0,0,94600000000.0,112360000000.0,19.96,13.35,1.65,1.32,31.27,1.56,14.66,6.67,7.59,7.14,235.95,71860000000.0,82.98,4.6,34140000000.0,7660000000.0,4790000000.0,5.51,-58.7,5040000000.0,5.85,22780000000.0,749.98,1.15,3.52,12710000000.0,2470000000.0,1.42,106.37,110.1,3710000.0,695990000.0,695920000.0,0.01,70.16,11700000.0,3.1,,12180000.0
0,0,UNM,0,0,0,0,7960000000.0,9890000000.0,15.58,6.33,0.84,0.69,0.92,0.85,11.03,4.51,6.85,0.79,5.75,11600000000.0,52.81,1.5,2570000000.0,896500000.0,523400000.0,2.38,-6.7,1060000000.0,4.95,2980000000.0,34.52,13.74,40.19,1540000000.0,573570000.0,1.55,35.36,35.36,2130000.0,214630000.0,213740000.0,0.47,96.98,4290000.0,2.2,2.19,4550000.0
0,0,WFM,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,0,CTAS,0,0,0,0,21470000000.0,24220000000.0,24.37,24.83,1.77,3.22,7.13,3.63,17.75,14.14,16.24,9.42,33.71,6670000000.0,62.44,7.0,2910000000.0,1360000000.0,927820000.0,8.43,77.2,88480000.0,0.85,2710000000.0,89.52,1.99,28.8,929720000.0,527840000.00000006,1.26,193.31,189.45,104540000.0,104540000.0,84200000.0,15.47,68.73,2560000.0,5.54,2.95,2600000.0
0,0,BRCM,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,0,KIM,0,0,0,0,7410000000.0,12100000000.0,17.21,25.07,5.71,6.36,1.39,10.39,16.67,42.74,37.4,2.39,9.09,1160000000.0,2.77,-9.8,836200000.0,725750000.0,429710000.0,1.02,3.8,143580000.0,0.34,4870000000.0,89.68,1.13,12.66,637940000.0,472350000.0,0.79,17.21,16.34,4150000.0000000005,421390000.0,400560000.0,2.85,89.87,19270000.0,4.21,5.8,18540000.0
0,0,FLWS,0,0,0,0,1140000000.0,987290000.0,34.36,32.24,3.88,0.94,3.2,0.82,12.24,2.86,4.06,4.6,10.08,1210000000.0,18.75,8.6,489020000.0,80650000.0,34630000.0,0.52,-3.0,257680000.0,4.02,98470000.0,27.65,1.92,5.55,83760000.0,36580000.0,0.85,15.79,13.0,35620000.0,35620000.0,21610000.0,32.07,60.03,1390000.0,3.52,5.66,
0,0,YUM,0,0,0,0,29390000000.0,39170000000.0,20.45,22.63,1.59,5.17,,6.89,20.63,27.11,30.98,23.33,,5690000000.0,17.67,-1.2,2660000000.0,1900000000.0,1540000000.0,4.69,-23.4,292000000.0,0.95,10070000000.0,,0.93,-25.9,1180000000.0,657250000.0,0.53,93.42,90.04,2130000.0,306410000.0,305910000.0,0.14,76.99,5530000.0,2.98,1.69,6130000.0
0,0,TEL,0,0,0,0,27970000000.0,31490000000.0,10.06,13.69,1.47,2.0,2.74,2.25,10.16,20.58,17.33,7.98,30.2,14000000000.0,40.28,0.3,4750000000.0,3100000000.0,3000000000.0,8.2,,505000000.0,1.49,4030000000.0000005,39.38,1.55,30.16,2400000000.0,1400000000.0,1.01,80.94,81.06,1940000.0,338850000.0,338080000.0,68.53,0.0,3490000.0,1.8,1.03,3760000.0
0,0,PEG,0,0,0,0,29990000000.0,45470000000.0,20.96,16.76,3.17,3.09,2.08,4.69,12.22,14.83,24.51,3.38,10.19,9700000000.0,19.24,17.1,3460000000.0,3720000000.0,1440000000.0,2.83,-79.2,177000000.0,0.35,15480000000.0,107.66,0.71,28.53,2910000000.0,-1830000000.0,0.58,55.05,53.71,3320000.0,505450000.0,504080000.0,0.12,72.83,9200000.0,3.03,1.83,8640000.0
0,0,GS,0,0,0,0,72080000000.0,-231480000000.0,7.76,7.36,1.33,2.01,0.95,-6.44,,29.1,37.07,1.13,11.98,35940000000.0,93.26,0.3,31720000000.0,,9840000000.0,25.27,,741250000000.0,1945.18,419210000000.0,456.89,1.89,207.26,20420000000.0,,1.16,196.25,205.85,3910000.0,367740000.0,336310000.0,1.43,75.03,5980000.0,1.56,1.61,7340000.0
0,0,DOW,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,0,MNST,0,0,0,0,34630000000.0,34360000000.0,35.58,27.23,1.91,9.1,9.43,9.02,24.38,26.08,35.52,18.14,26.46,3810000000.0,6.83,14.1,2300000000.0,1410000000.0,993000000.0,1.76,18.8,958160000.0,1.76,,,3.0,6.64,1160000000.0,964020000.0,1.45,57.73,56.29,3350000.0,552960000.0,395940000.0,27.72,67.19,7220000.0,2.75,1.95,8640000.0
0,0,PFE,0,0,0,0,247920000000.0,262769999999.99997,22.98,13.93,2.48,4.62,3.87,4.9,11.91,20.79,29.31,5.93,16.51,53650000000.0,9.14,2.0,42520000000.0,22060000000.0,11140000000.0,1.87,,18930000000.0,3.41,42120000000.0,66.07,1.57,11.09,15830000000.0,6710000000.0,0.51,42.19,43.07,25980000.0,5780000000.0,5510000000.0,0.07,76.38,155950000.0,5.66,2.62,46870000.0
0,0,CCI,0,0,0,0,49690000000.0,66069999999.99999,89.24,61.96,3.36,9.16,4.12,12.18,22.34,12.37,27.38,2.86,5.51,5420000000.0,13.13,14.6,3580000000.0,2960000000.0,558000000.0,1.34,115.2,277000000.0,0.67,16680000000.0,138.62,0.87,29.0,2500000000.0,373880000.0,0.45,115.75,111.73,2069999.9999999998,415570000.0,413840000.0,0.38,95.57,6780000.0,3.4,1.64,6820000.0
0,0,HOV,0,0,0,0,86610000.0,1750000000.0,20.69,0.36,0.36,0.04,,0.88,40.02,0.23,2.03,1.42,,1990000000.0,13.41,-14.8,,43600000.0,4360000.0,0.029,290.0,187870000.0,1.27,1570000000.0,,7.44,-3.97,-66819999.99999999,-82010000.0,1.65,0.665,1.1608,1390000.0,132910000.0,121550000.0,10.29,35.81,8690000.0,7.69,7.02,8610000.0
0,0,ECL,0,0,0,0,49260000000.0,55800000000.0,34.94,25.72,2.16,3.36,6.13,3.8,17.99,9.74,14.75,6.75,18.34,14670000000.0,50.83,3.1,6050000000.0,3100000000.0,1430000000.0,4.88,-29.8,114700000.0,0.4,7050000000.0,87.48,1.27,27.82,2280000000.0,1240000000.0,0.74,159.91,154.38,1090000.0,288870000.0,255810000.0,0.5,88.47,5210000.0,5.31,2.05,5200000.0
0,0,FIS,0,0,0,0,34520000000.0,42940000000.0,41.92,12.93,1.26,4.1,3.42,5.1,18.03,10.04,18.44,4.02,8.37,8420000000.0,25.68,0.0,2850000000.0,2380000000.0,846000000.0,2.55,-68.1,703000000.0,2.18,8980000000.0,87.9,1.2,31.24,1990000000.0,1510000000.0,0.83,106.69,105.73,1820000.0,322920000.0,320890000.0,0.59,92.28,3130000.0,1.65,0.97,3310000.0
0,0,SYMC,0,0,0,0,14150000000.0,16590000000.0,,12.44,1.32,2.98,2.4,3.49,16.69,-1.3,12.96,2.37,-1.33,4750000000.0,7.56,0.2,3800000000.0,994000000.0,-72000000.0,-0.1,-95.2,2580000000.0,4.03,5050000000.0,85.42,1.02,9.24,1210000000.0,934250000.0,1.1,21.75,20.79,6030000.0,639220000.0,597300000.0,1.0,93.63,12310000.0,1.79,2.22,12540000.0
0,0,L,0,0,0,0,14920000000.0,24790000000.0,24.09,13.69,0.66,1.06,0.81,1.76,10.56,4.52,10.2,1.14,3.07,14070000000.0,44.09,-7.5,6240000000.0,2350000000.0,636000000.0,1.99,,4430000000.0,14.23,11380000000.0,53.19,0.47,59.34,4219999999.9999995,2060000000.0,0.63,47.32,47.83,1220000.0,311300000.0,270840000.0,69.71,27.61,4400000.0,3.6,1.54,4150000.0000000005
0,0,AEO,0,0,0,0,3600000000.0,3230000000.0,13.08,12.53,1.01,0.9,2.78,0.8,6.09,6.96,8.98,11.93,22.75,4019999999.9999995,22.71,4.5,1680000000.0,530840000.00000006,279690000.0,1.56,34.1,359730000.0,2.04,,,1.85,7.34,449920000.0,200310000.0,0.85,20.54,21.73,4240000.0,176430000.0,163000000.0,5.66,92.88,13800000.0,4.65,9.73,18380000.0
0,0,FSLR,0,0,0,0,5470000000.0,3400000000.0,38.38,15.17,2.14,2.44,1.05,1.52,19.92,6.43,1.79,0.36,2.8,2240000000.0,21.42,103.8,392180000.0,170850000.0,144330000.0,1.36,,2550000000.0,24.28,476190000.0,9.14,4.57,49.7,-326810000.0,-826830000.0,0.98,49.92,46.96,1660000.0,104890000.0,75140000.0,28.31,63.85,10480000.0,7.33,12.82,10730000.0
0,0,PPG,0,0,0,0,26130000000.0,30420000000.0,20.24,15.98,2.02,1.7,5.64,1.98,13.47,8.72,11.46,6.77,25.76,15370000000.0,63.03,-1.0,6370000000.0,2260000000.0,1320000000.0,5.47,70.9,967000000.0,4.1,5020000000.0,106.0,1.36,19.63,1470000000.0,977500000.0,0.9,106.84,106.04,1300000.0,235900000.0,235500000.0,0.15,81.7,6240000.0,4.38,2.51,6870000.0
0,0,FLS,0,0,0,0,5730000000.0,6680000000.0,48.11,17.37,1.11,1.5,3.48,1.74,14.44,3.12,9.14,4.59,7.51,3830000000.0,29.3,-4.6,1230000000.0,462600000.0,119670000.0,0.91,,619680000.0,4.73,1480000000.0,89.3,2.2,12.58,190830000.0,168150000.0,1.83,44.28,47.21,1220000.0,130979999.99999999,130789999.99999999,0.26,106.64,5980000.0,7.33,6.68,6070000.0
0,0,RF,0,0,0,0,16399999999.999998,29240000000.0,10.51,9.42,1.13,2.96,1.16,5.28,,31.79,35.77,1.25,10.02,5530000000.0,5.07,-8.7,5570000000.0,,1500000000.0,1.53,21.2,2390000000.0,2.35,14360000000.0,,,13.92,2280000000.0,,1.51,15.71,16.59,13260000.0,1020000000.0,1010000000.0,0.51,76.83,14520000.0,1.09,1.47,18530000.0
0,0,NI,0,0,0,0,10020000000.0,19950000000.0,,19.22,3.9,1.96,2.06,3.9,28.94,-0.99,2.81,0.43,-1.0,5110000000.0,14.35,6.8,1050000000.0,689400000.0,-65599999.99999999,-0.18,,112800000.0,0.3,9140000000.0,158.97,0.51,13.08,540100000.0,-1140000000.0,0.44,26.63,26.18,3130000.0,372490000.0,370790000.0,0.4,95.2,18300000.0,5.87,6.09,18890000.0
0,0,EXPR,0,0,0,0,348130000.0,257230000.00000003,9.92,18.14,-0.31,0.16,0.59,0.12,1.78,1.78,2.68,2.96,6.18,2170000000.0,28.88,2.3,836060000.0,144560000.0,38610000.0,0.51,32.1,161190000.0,2.35,65500000.0,10.72,1.7,8.62,89210000.0,54550000.0,1.44,5.28,7.63,1900000.0,68530000.0,67130000.0,2.07,125.84,14930000.0,9.38,23.48,16890000.0
0,0,ADT,0,0,0,0,6040000000.0,15360000000.0,32.7,7.6,0.56,1.34,1.38,3.41,6.84,3.97,7.15,1.18,4.94,4500000000.0,6.26,6.0,3420000000.0,2240000000.0,178500000.0,0.24,,256920000.00000003,0.34,9570000000.0,215.69,0.62,5.78,1740000000.0,444730000.0,,7.6,7.81,1860000.0,756590000.0,123160000.0,1.2,97.79,25090000.0,16.05,23.33,25890000.0
0,0,MGM,0,0,0,0,14430000000.0,32080000000.0,33.2,15.82,0.55,1.27,2.18,2.83,12.79,4.12,11.74,2.8,5.24,11340000000.0,20.83,17.8,4840000000.0,2510000000.0,445450000.0,0.81,,1530000000.0,2.84,15140000000.0,143.2,0.86,12.35,1720000000.0,-45070000.0,1.19,28.28,27.13,9160000.0,536570000.00000006,486160000.0,7.42,81.64,17390000.0,1.91,3.08,18000000.0
0,0,BMY,0,0,0,0,87840000000.0,86400000000.0,17.87,12.14,1.46,3.89,6.26,3.83,12.42,21.81,28.33,11.66,38.09,22560000000.0,13.82,9.6,16070000000.0,6960000000.0,4920000000.0,3.01,,8880000000.0,5.44,7350000000.0,52.02,1.61,8.6,5940000000.0,3860000000.0,0.86,50.24,54.1,17080000.0,1630000000.0,1630000000.0,0.16,74.98,60970000.0,3.84,3.73,48400000.0
0,0,BLK,0,0,0,0,68560000000.0,65620000000.00001,16.27,14.84,1.9,4.83,2.12,4.62,11.31,30.32,39.31,1.84,13.08,14200000000.0,88.57,-8.8,7210000000.0,5800000000.0,4300000000.0,26.58,-59.6,9170000000.0,57.84,5060000000.0,15.1,1.38,204.23,3080000000.0,3830000000.0,1.21,421.16,426.53,157550000.0,157550000.0,120680000.0,3.76,83.44,1110000.0,1.57,0.9,1860000.0
0,0,VIAB,0,0,0,0,12300000000.0,20570000000.0,8.01,6.73,1.45,0.95,1.57,1.59,6.77,11.6,21.81,7.75,20.32,12960000000.0,32.17,0.6,6060000000.0,3040000000.0,1470000000.0,3.73,-40.2,534000000.0,1.33,8960000000.0,112.53,1.31,19.03,2040000000.0,6520000000.0,1.39,29.25,30.26,4150000.0000000005,353640000.0,362790000.0,0.22,96.3,17590000.0,4.11,4.98,16520000.0
0,0,VITC,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,0,XRAY,0,0,0,0,10900000000.0,12190000000.0,,18.76,3.33,2.73,2.12,3.06,16.46,-25.36,10.28,2.69,-17.19,3990000000.0,17.77,-2.9,,740700000.0,-1010000000.0,-4.51,,309600000.0,1.39,1660000000.0,32.29,1.86,23.05,499800000.0,413640000.0,0.81,42.27,38.54,2360000.0,222550000.0,221090000.0,0.7,102.14,9290000.0,5.57,4.59,10240000.0
0,0,KRFT,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,0,EBAY,0,0,0,0,33960000000.0,38410000000.0,14.55,12.17,1.24,3.16,5.41,3.57,12.78,23.54,21.48,5.91,35.28,10750000000.0,10.97,10.1,8359999999.999999,3000000000.0,2530000000.0,2.55,,4910000000.0,5.37,9240000000.0,147.13,1.6,6.86,2660000000.0,1620000000.0,1.25,34.82,31.82,13600000.0,914880000.0,866940000.0,5.24,88.35,22730000.0,1.39,2.29,30090000.0
0,0,M,0,0,0,0,7490000000.0,11080000000.0,6.85,8.21,-1.42,0.29,1.16,0.43,4.46,4.3,5.92,4.94,18.15,25740000000.0,83.65,0.3,10520000000.0,2490000000.0,1110000000.0,3.56,-44.2,1160000000.0,3.78,4750000000.0,73.82,1.42,20.93,1740000000.0,929000000.0,0.34,25.11,31.44,9630000.0,307500000.0,306760000.0,0.32,95.69,40820000.0,4.6,15.08,38540000.0
0,0,XRX,0,0,0,0,7140000000.0,11600000000.0,22.53,7.71,4.12,0.73,1.43,1.18,7.55,3.67,11.56,4.61,6.95,9830000000.0,39.52,-7.8,3930000000.0,1540000000.0,347000000.0,1.38,,1080000000.0,4.72,5230000000.0,99.56,1.44,21.8,1140000000.0,1250000000.0,2.27,28.05,26.42,3970000.0,229730000.0,197120000.0,4.08,88.34,6240000.0,1.54,2.61,7290000.0
0,0,DISCA,0,0,0,0,20500000000.0,38670000000.0,39.6,7.36,0.34,1.94,2.46,3.66,8.5,5.63,29.89,7.15,8.76,10550000000.0,17.18,50.7,6620000000.0,4550000000.0,529000000.0,0.73,,999000000.0,1.4,17050000000.0,162.07,1.06,11.77,2580000000.0,5270000000.0,1.25,28.24,29.5,4080000.0,156740000.0,500290000.0,2.17,117.76,27920000.0,7.3,103.56,26980000.0
0,0,CMS,0,0,0,0,15300000000.0,27300000000.0,23.28,20.15,3.13,2.23,3.22,3.97,13.43,9.56,18.22,3.29,14.22,6870000000.0,24.36,2.9,2400000000.0,2029999999.9999998,657000000.0,2.32,,153000000.0,0.54,11780000000.0,245.76,0.94,16.78,1700000000.0,-631630000.0,0.33,52.25,50.64,2500000.0,283380000.0,281480000.0,0.59,94.54,8430000.0,3.8,3.36,8610000.0
0,0,SLB,0,0,0,0,62080000000.0,78040000000.0,29.27,19.47,1.31,1.89,1.71,2.38,11.57,6.52,9.72,2.8,5.9,32810000000.000004,23.69,0.0,4340000000.0,6750000000.0,2140000000.0000002,1.53,,2780000000.0,2.01,17830000000.0,48.73,1.17,26.15,5710000000.0,2320000000.0,1.6,44.09,50.29,13690000.0,1390000000.0,1380000000.0,0.12,80.31,20150000.0,1.68,1.46,27160000.0
0,0,GOOG,0,0,0,0,809960000000.0,692810000000.0,26.59,21.28,1.4,5.92,4.55,5.06,17.14,22.46,22.94,9.12,18.62,136820000000.0,196.82,21.5,77270000000.0,40420000000.0,30740000000.0,43.7,,109140000000.0,156.99,4010000000.0,2.26,3.92,255.38,47970000000.0,19780000000.0,1.15,1102.87,1105.07,1640000.0,349290000.0,603780000.0,0.01,69.92,2120000.0,1.39,,2450000.0
0,0,SBUX,0,0,0,0,89020000000.0,92380000000.0,31.87,23.62,2.16,3.52,,3.65,18.0,11.98,14.82,12.17,210.29,25280000000.0,18.89,9.2,7370000000.0,5130000000.0,3030000000.0,2.25,-66.2,4990000000.0,4.01,9130000000.0,,1.41,-2.32,12480000000.0,1260000000.0,0.41,68.4,62.39,12200000.0,1240000000.0,1210000000.0,3.21,75.4,29030000.0,2.31,2.41,38760000.0
0,0,BIG,0,0,0,0,1280000000.0,1820000000.0,8.65,8.72,-2.0,0.24,2.16,0.34,5.23,2.91,4.51,7.49,26.53,5290000000.0,128.16,3.6,2140000000.0000002,347740000.0,153680000.0,3.7,,61940000.0,1.55,619640000.0,104.54,1.71,14.8,261720000.00000003,-108180000.0,2.18,31.75,37.79,1470000.0,40050000.0,39640000.0,1.18,109.0,8189999.999999999,8.78,24.88,7420000.0
0,0,LM,0,0,0,0,2470000000.0,4300000000.0,,10.78,-8.51,0.82,0.68,1.44,7.61,-2.29,16.47,3.91,-0.68,3000000000.0,35.16,-11.2,1150000000.0,565860000.0,-72410000.0,-0.86,,1100000000.0,12.91,2220000000.0,51.31,1.77,42.38,645110000.0,464250000.0,1.75,29.51,29.03,1020000.0,85540000.0,84300000.0,2.17,86.05,2860000.0,2.78,3.39,2560000.0
0,0,AAPL,0,0,0,0,827670000000.0,855980000000.0,14.48,13.77,1.18,3.16,7.04,3.27,10.76,22.72,25.98,10.89,46.05,261610000000.0,53.82,-4.5,101840000000.0,79520000000.0,59430000000.0,12.12,-0.5,86430000000.0,18.33,114730000000.0,97.32,1.3,24.92,75830000000.0,45140000000.0,0.99,166.02,190.29,36180000.0,4720000000.0,4460000000.0,0.08,60.92,39900000.0,1.31,0.84,46580000.0
0,0,XLNX,0,0,0,0,31130000000.0,29370000000.0,37.33,32.19,1.96,10.58,11.8,9.98,26.99,28.53,32.84,11.52,33.55,2940000000.0,11.64,33.7,1780000000.0,1090000000.0,838980000.0,3.29,,3470000000.0,13.7,1740000000.0,66.14,4.38,10.42,1050000000.0,715070000.0,1.25,111.33,89.36,3640000.0,253160000.0,252740000.0,0.18,90.49,4790000.0,1.01,2.13,5330000.0
0,0,UA,0,0,0,0,9350000000.0,9080000000.0,,37.42,1.6,1.8,4.41,1.75,25.17,-0.89,3.45,2.71,-2.3,5190000000.0,11.65,1.5,2360000000.0,360700000.0,-46300000.0,-0.1,,557400000.0,1.24,728830000.0,36.14,1.97,4.5,628230000.0,515590000.00000006,0.94,19.13,18.88,2890000.0,226520000.0,376350000.0,15.56,67.86,10990000.0,3.92,,12530000.0
0,0,UNH,0,0,0,0,231660000000.0,258420000000.00003,19.81,14.53,1.05,1.02,4.48,1.14,13.48,5.3,7.67,7.44,22.88,226250000000.0,234.94,12.2,53850000000.0,19170000000.0,11990000000.0,12.19,-16.0,14320000000.0,14.93,36550000000.0,65.01,0.67,53.85,15710000000.0,11810000000.0,0.99,262.74,262.9,4260000.0,959540000.0,953320000.0,0.59,88.6,6340000.0,1.72,0.66,5830000.0
0,0,SHW,0,0,0,0,39960000000.0,49990000000.0,36.97,17.81,1.35,2.28,10.71,2.85,20.02,6.32,10.84,6.09,30.05,17530000000.0,188.56,2.1,7420000000.0,2500000000.0,1110000000.0,11.67,-88.2,155500000.0,1.68,9340000000.0,250.45,1.01,40.28,1940000000.0,1830000000.0,1.19,418.14,419.63,92630000.0,92630000.0,82210000.0,11.54,78.93,1510000.0,1.8,1.81,1470000.0
0,0,AON,0,0,0,0,37740000000.0,43310000000.0,34.26,15.21,1.31,3.5,9.1,4.02,14.99,10.53,21.86,5.6,24.81,10770000000.0,43.92,-4.8,4780000000.0,2890000000.0,1060000000.0,4.59,,737000000.0,3.07,6240000000.0,148.0,1.08,17.29,1690000000.0,1370000000.0,0.79,163.78,155.54,1130000.0,240000000.0,237260000.0,1.2,90.94,2040000.0,1.72,0.83,1650000.0
0,0,CVX,0,0,0,0,234260000000.0,260410000000.00003,15.93,15.22,0.44,1.47,1.52,1.64,7.74,9.33,9.2,3.6,9.74,158900000000.0,83.72,16.9,64319999999.99999,33640000000.0,14820000000.0,7.74,19.9,9400000000.0,4.95,34460000000.0,22.14,1.25,81.22,30620000000.0,12070000000.0,0.91,116.77,116.51,7020000.0,1900000000.0,1900000000.0,0.05,67.6,16930000.0,2.52,0.89,20550000.0
0,0,PNR,0,0,0,0,7290000000.0,8000000000.0,21.76,15.36,0.26,2.46,3.97,2.7,14.25,11.72,16.1,4.8,9.36,2970000000.0,16.87,2.7,1050000000.0,561900000.0,321700000.0,1.96,-51.0,74300000.0,0.43,787600000.0,42.9,1.27,10.72,439100000.0,651940000.0,1.22,41.56,41.33,1600000.0,171360000.0,161830000.0,0.65,91.67,2830000.0,1.73,1.75,4139999.9999999995
0,0,JOY,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,0,PETM,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,0,TWX,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,0,VPRT,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,0,ROK,0,0,0,0,21310000000.0,22370000000.0,26.25,18.26,1.92,3.17,16.72,3.33,15.3,12.68,19.53,12.53,49.68,6720000000.0,54.46,3.5,2870000000.0,1460000000.0,851400000.0,6.79,,753500000.0,6.3,1870000000.0,146.49,1.21,10.66,1300000000.0,932440000.0,1.49,170.86,170.77,1090000.0,119540000.0,118720000.0,0.65,78.37,3030000.0,2.53,2.53,3270000.0
0,0,MRK,0,0,0,0,212450000000.0,226550000000.0,35.22,15.65,1.79,5.02,7.93,5.36,16.86,14.71,21.09,6.54,20.16,42290000000.0,15.88,5.4,28810000000.0,13440000000.0,6220000000.0,2.32,,8860000000.0,3.43,25190000000.0,93.72,1.16,10.3,10920000000.0,7950000000.0,0.41,77.23,73.96,12600000.0,2600000000.0,2580000000.0,0.07,78.39,40590000.0,3.23,1.51,42220000.0
